,setID,number,name,year,theme,pieces,minifigs,packagingType,availability,ageRange,dimensions,licensed,retailPrice
331,4151,822,Blue Plates Parts Pack,1980,Basic,34.0,0.0,{Not specified},{Not specified},{},{},False,4.75
332,4187,830,Red Bricks Parts Pack,1980,Basic,46.0,0.0,{Not specified},{Not specified},{},{},False,4.75
333,4191,831,Black Bricks Parts Pack,1980,Basic,46.0,0.0,{Not specified},{Not specified},{},{},False,4.75
334,4202,832,Blue Bricks Parts Pack,1980,Basic,46.0,0.0,{Not specified},{Not specified},{},{},False,4.75
335,4208,833,White Bricks Parts Pack,1980,Basic,46.0,0.0,{Not specified},{Not specified},{},{},False,4.75
336,4209,834,Yellow Bricks Parts Pack,1980,Basic,46.0,0.0,{Not specified},{Not specified},{},{},False,4.75
337,4218,836,Doors and Windows Parts Pack,1980,Basic,37.0,0.0,{Not specified},{Not specified},{},{},False,4.75
338,4226,837,Wheels and Tyres Parts Pack,1980,Basic,28.0,0.0,{Not specified},{Not specified},{},{},False,4.75
339,4233,838,"Red Roof Bricks Parts Pack, 45°",1980,Basic,58.0,0.0,Box,Retail,{},{},False,4.75
340,4242,839,"Red Roof Bricks Parts Pack, 33°",1980,Basic,42.0,0.0,Box,Retail,{},{},False,4.75
346,4282,846,"Lighting Set, 9V",1992,Basic,39.0,0.0,Box,Retail,{},{},False,18.0
348,4520,895,Wind-Up Motor,1985,Basic,10.0,0.0,{Not specified},{Not specified},{},{},False,9.5
365,4554,970,Lighting Bricks,1978,Basic,17.0,0.0,{Not specified},{Not specified},{},{},False,8.75
384,408,1551,Duck,1985,Basic,6.0,0.0,Polybag,Retail - limited,{},{},False,0.4
385,412,1555,Santa Claus,1986,Basic,19.0,0.0,Polybag,Retail - limited,{},{},False,1.0
408,461,1625,Snowman,1989,Basic,40.0,0.0,Polybag,{Not specified},{},{},False,1.3
409,462,1626,Angel,1989,Basic,33.0,0.0,Polybag,{Not specified},{},{},False,1.3
410,463,1627,Santa,1989,Basic,36.0,0.0,Polybag,{Not specified},{},{},False,1.3
411,464,1628,Santa with Reindeer and Sleigh,1989,Basic,63.0,0.0,{Not specified},{Not specified},{},{},False,3.0
444,5367,1707,20th Anniversary Jackpot Bucket,1993,Basic,400.0,0.0,{Not specified},{Not specified},{},{},False,15.0
460,5419,1776,Bonus Value Bucket,1996,Basic,950.0,0.0,{Not specified},{Not specified},{},{},False,20.0
464,596,1798,Building Table,1994,Basic,3.0,0.0,{Not specified},{Not specified},{},{},False,49.5
466,7192,1819,Large Bucket,1995,Basic,950.0,0.0,Bucket,Retail - limited,{},{},False,20.0
483,640,1881,"Play Bucket of Bricks, 3+",1991,Basic,288.0,1.0,Bucket,Retail,{},{},False,15.0
508,5567,1965,"Building Set, Trial Size Offer",1985,Basic,32.0,1.0,{Not specified},{Not specified},{},{},False,1.5
541,842,2250,Advent Calendar,2000,Basic,240.0,0.0,Box,Retail - limited,{},{},False,20.0
569,1153,2878,Santa Claus,1997,Basic,16.0,0.0,Polybag,Promotional,"{'min': 5, 'max': 12}",{},False,2.0
570,1254,3025,Limited Edition Silver Brick Bucket,1998,Basic,601.0,0.0,{Not specified},{Not specified},{},{},False,10.0
571,1255,3026,Limited Edition Silver Brick Tub,1998,Basic,1201.0,0.0,{Not specified},{Not specified},{},{},False,20.0
573,1262,3033,Special Value Blue Tub,1998,Basic,1200.0,0.0,Tub,Retail,{},{},False,20.0
582,1463,3330,Racing Car,1998,Basic,17.0,0.0,Polybag,{Not specified},{},{},False,0.6
583,1464,3331,Bird,1998,Basic,14.0,0.0,Polybag,{Not specified},{},{},False,0.6
584,1465,3332,Plane,1998,Basic,18.0,0.0,Polybag,{Not specified},{},{},False,0.6
585,1466,3333,Helicopter,1998,Basic,17.0,0.0,Polybag,{Not specified},{},{},False,0.6
586,1540,3443,LEGO Mosaic,2000,Basic,2427.0,0.0,{Not specified},{Not specified},{},{},False,30.0
587,1803,3758,Anniversary Bucket,1998,Basic,600.0,0.0,{Not specified},{Not specified},{},{},False,10.0
596,2043,4215,"Basic Building Set, 3+",1998,Basic,264.0,0.0,{Not specified},{Not specified},{},{},False,17.0
597,2045,4216,"Basic Building Set, 3+",1998,Basic,509.0,0.0,{Not specified},{Not specified},{},{},False,30.0
620,946,2555,Belville Swing Set,1998,Belville,47.0,2.0,{Not specified},{Not specified},{},{},False,9.0
622,2865,5801,Millimy the Fairy,1999,Belville,14.0,1.0,{Not specified},{Not specified},{},{},False,3.0
623,2866,5802,Princess Rosaline,1999,Belville,9.0,1.0,{Not specified},{Not specified},{},{},False,7.0
625,2868,5804,Witch's Cottage,1999,Belville,38.0,1.0,{Not specified},{Not specified},{},"{'height': 19.2, 'width': 24.0, 'depth': 4.8}",False,10.0
626,2869,5805,Princess Rosaline's Room,1999,Belville,69.0,2.0,{Not specified},{Not specified},"{'min': 6, 'max': 12}","{'height': 28.8, 'width': 33.6, 'depth': 6.0}",False,24.0
627,2870,5807,The Royal Stable,1999,Belville,61.0,3.0,{Not specified},{Not specified},"{'min': 6, 'max': 12}","{'height': 28.8, 'width': 43.2, 'depth': 6.0}",False,30.0
628,2871,5808,The Enchanted Palace,1999,Belville,213.0,4.0,{Not specified},{Not specified},"{'min': 7, 'max': 12}","{'height': 43.2, 'width': 53.2, 'depth': 9.6}",False,60.0
629,2872,5810,Vanity Fun,1995,Belville,23.0,1.0,{Not specified},{Not specified},{},{},False,5.5
630,2873,5811,Prince Justin,1999,Belville,5.0,1.0,{Not specified},{Not specified},{},{},False,7.0
631,2874,5812,King,1999,Belville,8.0,1.0,{Not specified},{Not specified},"{'min': 5, 'max': 12}",{},False,7.0
635,2878,5823,The Good Fairy's Bedroom,2000,Belville,36.0,1.0,{Not specified},{Not specified},{},"{'height': 9.6, 'width': 19.2, 'depth': 4.8}",False,6.0
636,2879,5824,The Good Fairy's House,2000,Belville,66.0,1.0,{Not specified},{Not specified},{},"{'height': 24.0, 'width': 14.4, 'depth': 6.0}",False,8.0
637,2880,5825,Stella and the Fairy,2000,Belville,54.0,2.0,{Not specified},{Not specified},{},"{'height': 19.2, 'width': 28.8, 'depth': 6.0}",False,13.0
638,2881,5826,The Queen's Room,2000,Belville,79.0,1.0,{Not specified},{Not specified},{},"{'height': 24.0, 'width': 28.8, 'depth': 6.0}",False,17.0
639,2882,5827,Royal Coach,2000,Belville,83.0,3.0,{Not specified},{Not specified},{},{},False,27.0
640,2883,5830,Fun-Day Sundaes,1995,Belville,29.0,2.0,{Not specified},{Not specified},{},{},False,11.0
641,2884,5831,Adventurous Puppies,2001,Belville,15.0,0.0,{Not specified},{Not specified},{},{},False,5.0
642,2885,5832,Vanilla's Magic Tea Party,2001,Belville,14.0,1.0,{Not specified},{Not specified},{},{},False,9.0
643,2886,5833,Rosita's Wonderful Stable,2001,Belville,40.0,1.0,{Not specified},{Not specified},{},{},False,17.0
644,2887,5834,The Enchanted Garden,2001,Belville,103.0,2.0,{Not specified},{Not specified},{},{},False,42.0
646,2889,5836,Beautiful Baby Princess,2002,Belville,23.0,1.0,{Not specified},{Not specified},{},{},False,4.0
647,2890,5837,Flora's Bubbling Bath,2002,Belville,31.0,1.0,{Not specified},{Not specified},{},{},False,7.0
648,2891,5838,The Wicked Madam Frost,2002,Belville,38.0,1.0,{Not specified},{Not specified},{},{},False,10.0
649,2892,5840,Garden Playmates,1995,Belville,87.0,1.0,{Not specified},{Not specified},{},{},False,19.75
651,2894,5842,Vanilla's Frosty Sleighride,2002,Belville,36.0,1.0,{Not specified},{Not specified},{},{},False,17.0
652,2895,5843,Queen Rose and the Little Prince Charming,2002,Belville,71.0,2.0,{Not specified},{Not specified},{},{},False,27.0
653,2896,5844,Dolphin Windsurfer,1998,Belville,16.0,1.0,{Not specified},{Not specified},{},{},False,5.0
654,2897,5845,Dolphin Show,1998,Belville,50.0,1.0,{Not specified},{Not specified},{},"{'height': 19.2, 'width': 24.0, 'depth': 4.8}",False,11.0
657,2900,5848,The Belville Luxury Cruiser,1998,Belville,223.0,3.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2}",False,44.0
658,2901,5850,The Royal Crystal Palace,2002,Belville,149.0,3.0,{Not specified},{Not specified},{},"{'height': 48.0, 'width': 57.6, 'depth': 9.6}",False,50.0
662,2905,5856,Paprika and the Mischievous Monkey,2003,Belville,51.0,1.0,{Not specified},{Not specified},{},{},False,9.0
663,2906,5857,Safran's Amazing Bazaar,2003,Belville,93.0,1.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 9.6}",False,20.0
664,2907,5858,The Golden Palace,2003,Belville,173.0,2.0,{Not specified},{Not specified},{},"{'height': 38.4, 'width': 48.0, 'depth': 9.6}",False,55.0
665,2908,5859,Little Garden Fairy,2003,Belville,51.0,1.0,{Not specified},{Not specified},{},{},False,9.0
666,2909,5860,Love 'N' Lullabies,1994,Belville,52.0,2.0,{Not specified},{Not specified},{},{},False,25.0
667,2910,5861,Fairy Island,2003,Belville,101.0,2.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2}",False,28.0
668,2911,5862,Flower Fairy Party,2003,Belville,161.0,2.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 48.0, 'depth': 9.6}",False,48.0
669,2912,5870,Pretty Playland,1994,Belville,92.0,2.0,{Not specified},{Not specified},{},{},False,42.0
675,2918,5876,Belville Hospital Ward,1996,Belville,96.0,4.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2}",False,30.0
677,2921,5880,Prize Pony Stables,1994,Belville,119.0,2.0,{Not specified},{Not specified},{},{},False,54.0
678,2922,5890,Pretty Wishes Playhouse,1994,Belville,213.0,4.0,{Not specified},{Not specified},{},{},False,99.0
680,2951,5940,Doll House,2004,Belville,203.0,3.0,{Not specified},{Not specified},{},"{'height': 38.4, 'width': 48.0, 'depth': 7.2}",False,60.0
681,2952,5941,Riding School,2004,Belville,179.0,2.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 7.2}",False,47.0
682,2953,5942,Pop Studio,2004,Belville,102.0,1.0,{Not specified},{Not specified},{},"{'height': 19.2, 'width': 28.8, 'depth': 7.2}",False,22.99
683,2954,5943,Interior Designer,2004,Belville,96.0,1.0,{Not specified},{Not specified},{},"{'height': 19.2, 'width': 19.2, 'depth': 6.0}",False,10.0
684,2955,5944,Cat Show,2004,Belville,31.0,0.0,{Not specified},{Not specified},{},{},False,6.0
685,4657,5960,The Mermaid Castle,2005,Belville,237.0,3.0,{Not specified},{Not specified},{},"{'height': 38.4, 'width': 48.0, 'depth': 7.2}",False,70.0
686,4658,5961,Snow Queen,2005,Belville,57.0,1.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 6.0}",False,19.99
687,4659,5962,The Tinderbox,2005,Belville,82.0,1.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 6.0}",False,20.0
688,4660,5963,The Princess and the Pea,2005,Belville,55.0,1.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 19.2, 'depth': 6.0}",False,19.99
689,4661,5964,Thumbelina,2005,Belville,49.0,1.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 14.4, 'depth': 4.8}",False,6.0
691,5134,7577,Winter Wonder Palace,2006,Belville,168.0,3.0,{Not specified},{Not specified},{'min': 5},"{'height': 48.0, 'width': 57.6, 'depth': 9.6}",False,69.99
692,5135,7578,Ultimate Princesses,2006,Belville,149.0,2.0,{Not specified},{Not specified},"{'min': 5, 'max': 10}","{'height': 28.8, 'width': 38.4, 'depth': 7.2}",False,49.99
693,5136,7579,Blossom Fairy,2006,Belville,46.0,1.0,{Not specified},{Not specified},{'min': 5},{},False,9.99
694,5686,7580,The Skating Princess,2007,Belville,26.0,1.0,{Not specified},{Not specified},{},{},False,9.99
695,5701,7581,Winter Royal Stables,2007,Belville,86.0,2.0,{Not specified},{Not specified},{},"{'height': 38.4, 'width': 38.4, 'depth': 7.2}",False,49.99
696,5685,7582,Royal Summer Palace,2007,Belville,167.0,3.0,{Not specified},{Not specified},{},"{'height': 38.4, 'width': 48.0, 'depth': 9.6}",False,59.99
697,6239,7583,Playful Puppy,2008,Belville,83.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 19.2, 'depth': 6.0}",False,12.99
698,6242,7585,Horse Stable,2008,Belville,209.0,1.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0}",False,39.99
699,6241,7586,Sunshine Home,2008,Belville,450.0,3.0,{Not specified},{Not specified},{},"{'height': 38.4, 'width': 57.6, 'depth': 7.2}",False,79.99
700,6240,7587,Horse Jumping,2008,Belville,54.0,1.0,{Not specified},{Not specified},{},"{'height': 19.2, 'width': 28.8, 'depth': 4.8}",False,19.99
701,5841,7600,Advent Calendar,2007,Belville,215.0,0.0,{Not specified},{Not specified},{},{},False,19.99
702,279,1388,Huki,2001,Bionicle,8.0,0.0,Polybag,{Not specified},{},{},False,2.0
703,280,1389,Onepu,2001,Bionicle,8.0,0.0,Polybag,{Not specified},{},{},False,2.0
704,281,1390,Maku,2001,Bionicle,8.0,0.0,Polybag,{Not specified},{},{},False,2.0
705,282,1391,Jala,2001,Bionicle,8.0,0.0,Polybag,{Not specified},{},{},False,2.0
706,283,1392,Kongu,2001,Bionicle,8.0,0.0,Polybag,{Not specified},{},{},False,2.0
707,284,1393,Matoro,2001,Bionicle,8.0,0.0,Polybag,{Not specified},{},{},False,2.0
719,4629,4868,Rahaga Gaaki,2005,Bionicle,28.0,0.0,{Not specified},{Not specified},{},{},False,4.0
720,4630,4869,Rahaga Pouks,2005,Bionicle,28.0,0.0,{Not specified},{Not specified},{},{},False,4.0
721,4631,4870,Rahaga Kualus,2005,Bionicle,28.0,0.0,{Not specified},{Not specified},{},{},False,4.0
722,4632,4877,Rahaga Norik,2005,Bionicle,28.0,0.0,{Not specified},{Not specified},{},{},False,4.0
723,4633,4878,Rahaga Bomonga,2005,Bionicle,28.0,0.0,{Not specified},{Not specified},{},{},False,4.0
724,4634,4879,Rahaga Iruini,2005,Bionicle,28.0,0.0,{Not specified},{Not specified},{},{},False,4.0
730,5380,6638,Ultimate Creatures Accessory Set,2006,Bionicle,300.0,0.0,{Not specified},{Not specified},{'min': 7},{},False,20.0
738,7288,7116,Tahu,2010,Bionicle,19.0,0.0,{Not specified},{Not specified},"{'min': 6, 'max': 16}","{'height': 18.21, 'width': 11.25, 'depth': 6.1, 'weight': 0.14}",False,7.99
739,7289,7117,Gresh,2010,Bionicle,19.0,0.0,{Not specified},{Not specified},"{'min': 6, 'max': 16}","{'height': 18.21, 'width': 11.25, 'depth': 6.1, 'weight': 0.15}",False,7.99
740,7290,7135,Takanuva,2010,Bionicle,21.0,0.0,{Not specified},{Not specified},"{'min': 6, 'max': 16}","{'height': 18.21, 'width': 11.25, 'depth': 6.1, 'weight': 0.15}",False,7.99
741,7291,7136,Skrall,2010,Bionicle,21.0,0.0,{Not specified},{Not specified},"{'min': 6, 'max': 16}","{'height': 18.21, 'width': 11.25, 'depth': 6.1, 'weight': 0.15}",False,7.99
742,7545,7137,Piraka,2010,Bionicle,15.0,0.0,{Not specified},{Not specified},"{'min': 6, 'max': 16}","{'height': 18.21, 'width': 11.25, 'depth': 6.1, 'weight': 0.15}",False,7.99
743,7546,7138,Rahkshi,2010,Bionicle,18.0,0.0,{Not specified},{Not specified},"{'min': 6, 'max': 16}","{'height': 18.21, 'width': 11.25, 'depth': 6.1, 'weight': 0.15}",False,7.99
751,4328,8525,Masks,2001,Bionicle,6.0,0.0,{Not specified},{Not specified},{},{},False,2.0
753,4331,8531,Pohatu,2001,Bionicle,49.0,0.0,{Not specified},{Not specified},{},"{'height': 18.7, 'width': 8.8, 'depth': 8.8}",False,7.0
754,4332,8532,Onua,2001,Bionicle,30.0,0.0,{Not specified},{Not specified},{},"{'height': 18.7, 'width': 8.8, 'depth': 8.8}",False,7.0
755,4333,8533,Gali,2001,Bionicle,35.0,0.0,{Not specified},{Not specified},{},"{'height': 18.7, 'width': 8.8, 'depth': 8.8}",False,7.0
756,4334,8534,Tahu,2001,Bionicle,33.0,0.0,{Not specified},{Not specified},{},"{'height': 18.8, 'width': 8.8, 'depth': 8.8}",False,7.0
757,4335,8535,Lewa,2001,Bionicle,36.0,0.0,{Not specified},{Not specified},{},"{'height': 18.8, 'width': 8.8, 'depth': 8.8}",False,7.0
758,4336,8536,Kopaka,2001,Bionicle,33.0,0.0,{Not specified},{Not specified},{},"{'height': 18.8, 'width': 8.8, 'depth': 8.8}",False,7.0
759,4337,8537,Nui-Rama,2001,Bionicle,146.0,0.0,{Not specified},{Not specified},{},"{'height': 24.0, 'width': 14.4, 'depth': 6.0}",False,15.0
760,4338,8538,Muaka & Kane-ra,2001,Bionicle,633.0,0.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0}",False,70.0
761,4339,8539,Manas,2001,Bionicle,442.0,0.0,Box,{Not specified},{},"{'height': 28.8, 'width': 48.0, 'depth': 7.2}",False,90.0
762,4341,8540,Vakama,2001,Bionicle,28.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
763,4342,8541,Matau,2001,Bionicle,26.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
764,4343,8542,Onewa,2001,Bionicle,30.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
765,4344,8543,Nokama,2001,Bionicle,27.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
766,4345,8544,Nuju,2001,Bionicle,29.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
767,4346,8545,Whenua,2001,Bionicle,28.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
768,4347,8546,Bionicle Power Pack,2001,Bionicle,10.0,0.0,{Not specified},{Not specified},{'min': 7},{},False,15.0
769,4348,8548,Nui-Jaga,2001,Bionicle,226.0,0.0,{Not specified},{Not specified},{},"{'height': 24.0, 'width': 33.6, 'depth': 4.8}",False,35.0
770,4349,8549,Tarakava,2001,Bionicle,411.0,0.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 33.6, 'depth': 6.0}",False,50.0
771,4351,8550,Gahlok Va,2002,Bionicle,26.0,0.0,{Not specified},{Not specified},{'min': 7},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,2.99
772,4352,8551,Kohrak Va,2002,Bionicle,28.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
773,4353,8552,Lehvak Va,2002,Bionicle,28.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
774,4354,8553,Pahrak Va,2002,Bionicle,27.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
775,4355,8554,Tahnok Va,2002,Bionicle,27.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
776,4356,8555,Nuhvok Va,2002,Bionicle,26.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,3.0
777,4357,8556,Boxor Vehicle,2002,Bionicle,157.0,0.0,{Not specified},{Not specified},{},"{'height': 19.2, 'width': 28.8, 'depth': 4.8}",False,15.0
778,4358,8557,Exo-Toa,2002,Bionicle,378.0,0.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 28.8, 'depth': 6.0}",False,35.0
779,4359,8558,Cahdok and Gahdok,2002,Bionicle,636.0,0.0,{Not specified},{Not specified},{},"{'height': 28.8, 'width': 38.4, 'depth': 6.0}",False,60.0
781,4362,8560,Pahrak,2002,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
782,4363,8561,Nuhvok,2002,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
783,4364,8562,Gahlok,2002,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
784,4365,8563,Tahnok,2002,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
785,4366,8564,Lehvak,2002,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
786,4367,8565,Kohrak,2002,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
787,4368,8566,Onua Nuva,2002,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 18.4, 'width': 8.8, 'depth': 8.8}",False,8.0
788,4369,8567,Lewa Nuva,2002,Bionicle,37.0,0.0,{Not specified},{Not specified},{},"{'height': 18.4, 'width': 8.8, 'depth': 8.8}",False,8.0
789,4370,8568,Pohatu Nuva,2002,Bionicle,40.0,0.0,{Not specified},{Not specified},{},"{'height': 18.4, 'width': 8.8, 'depth': 8.8}",False,8.0
790,4371,8569,Krana,2002,Bionicle,5.0,0.0,{Not specified},{Not specified},{},{},False,2.0
791,4373,8570,Gali Nuva,2002,Bionicle,44.0,0.0,{Not specified},{Not specified},{},"{'height': 18.4, 'width': 8.8, 'depth': 8.8}",False,8.0
792,4374,8571,Kopaka Nuva,2002,Bionicle,42.0,0.0,{Not specified},{Not specified},{},"{'height': 18.4, 'width': 8.8, 'depth': 8.8}",False,8.0
793,4375,8572,Tahu Nuva,2002,Bionicle,36.0,0.0,{Not specified},{Not specified},{},"{'height': 18.4, 'width': 8.8, 'depth': 8.8}",False,8.0
794,4376,8573,Nuhvok-Kal,2003,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
795,4377,8574,Tahnok-Kal,2003,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
796,4378,8575,Kohrak-Kal,2003,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
797,4379,8576,Lehvak-Kal,2003,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
798,4380,8577,Pahrak-Kal,2003,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
799,4381,8578,Gahlok-Kal,2003,Bionicle,41.0,0.0,{Not specified},{Not specified},{},"{'height': 15.7, 'width': 10.9, 'depth': 8.8}",False,8.0
800,4383,8580,Kraata,2003,Bionicle,3.0,0.0,{Not specified},{Not specified},{},{},False,2.0
801,4384,8581,Kopeke,2003,Bionicle,25.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,4.0
802,4385,8582,Matoro,2003,Bionicle,25.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,4.0
803,4386,8583,Hahli,2003,Bionicle,25.0,0.0,{Not specified},{Not specified},{},"{'height': 14.4, 'width': 9.6, 'depth': 3.9}",False,4.0
